CONTRACT_ID|PLAN_ID|SEGMENT_ID|COVERAGE_LEVEL|TIER|DAYS_SUPPLY|COST_TYPE_PREF|COST_AMT_PREF|COST_MIN_AMT_PREF|COST_MAX_AMT_PREF|COST_TYPE_NONPREF|COST_AMT_NONPREF|COST_MIN_AMT_NONPREF|COST_MAX_AMT_NONPREF|COST_TYPE_MAIL_PREF|COST_AMT_MAIL_PREF|COST_MIN_AMT_MAIL_PREF|COST_MAX_AMT_MAIL_PREF|COST_TYPE_MAIL_NONPREF|COST_AMT_MAIL_NONPREF|COST_MIN_AMT_MAIL_NONPREF|COST_MAX_AMT_MAIL_NONPREF|TIER_SPECIALTY_YN|DED_APPLIES_YN
H2002|002|002|1|5|1|2|33.0|141.12|917.28|2|33.0|190.51|1238.33|2|33.0|119.95|779.69|2|33.0|162.29|1054.87|Y|Y
H2002|002|002|1|5|2|2|33.0|423.36|2751.84|2|33.0|571.54|3714.98|2|33.0|359.86|2339.06|2|33.0|486.86|3164.62|Y|Y
H2002|002|002|1|5|4|2|33.0|282.24|1834.56|2|33.0|381.02|2476.66|2|33.0|239.90|1559.38|2|33.0|324.58|2109.74|Y|Y
H2002|002|002|3|1|1|1|2.35|||1|3.18|||1|2.00|||1|2.70|||N|N
H2002|002|002|3|1|2|1|7.06|||1|9.53|||1|6.00|||1|8.11|||N|N
H2002|002|002|3|1|4|1|4.70|||1|6.35|||1|4.00|||1|5.41|||N|N
H2002|002|002|3|2|1|1|14.11|||1|19.05|||1|12.00|||1|16.23|||N|N
H2002|002|002|3|2|2|1|42.34|||1|57.15|||1|35.99|||1|48.69|||N|N
H2002|002|002|3|2|4|1|28.22|||1|38.10|||1|23.99|||1|32.46|||N|N
H2002|002|002|3|3|1|1|52.92|||1|71.44|||1|44.98|||1|60.86|||N|Y
H2002|002|002|3|3|2|1|158.76|||1|214.33|||1|134.95|||1|182.57|||N|Y
H2002|002|002|3|3|4|1|105.84|||1|142.88|||1|89.96|||1|121.72|||N|Y
H2002|002|002|3|4|1|1|111.72|||1|150.82|||1|94.96|||1|128.48|||N|Y
H2002|002|002|3|4|2|1|335.16|||1|452.47|||1|284.89|||1|385.43|||N|Y
H2002|002|002|3|4|4|1|223.44|||1|301.64|||1|189.92|||1|256.96|||N|Y
H2002|002|002|3|5|1|2|33.0|141.12|917.28|2|33.0|190.51|1238.33|2|33.0|119.95|779.69|2|33.0|162.29|1054.87|Y|Y
H2002|002|002|3|5|2|2|33.0|423.36|2751.84|2|33.0|571.54|3714.98|2|33.0|359.86|2339.06|2|33.0|486.86|3164.62|Y|Y
H2002|002|002|3|5|4|2|33.0|282.24|1834.56|2|33.0|381.02|2476.66|2|33.0|239.90|1559.38|2|33.0|324.58|2109.74|Y|Y
H3003|002|000|0|1|1|1|2.05|||1|2.76|||1|1.74|||1|2.36|||N|N
H3003|002|000|0|1|2|1|6.14|||1|8.29|||1|5.22|||1|7.07|||N|N
H3003|002|000|0|1|4|1|4.10|||1|5.53|||1|3.48|||1|4.71|||N|N
H3003|002|000|0|2|1|1|12.29|||1|16.59|||1|10.44|||1|14.13|||N|N
H3003|002|000|0|2|2|1|36.86|||1|49.77|||1|31.33|||1|42.39|||N|N
H3003|002|000|0|2|4|1|24.58|||1|33.18|||1|20.89|||1|28.26|||N|N
H3003|002|000|0|3|1|1|46.08|||1|62.21|||1|39.17|||1|52.99|||N|Y
H3003|002|000|0|3|2|1|138.24|||1|186.62|||1|117.50|||1|158.98|||N|Y
H3003|002|000|0|3|4|1|92.16|||1|124.42|||1|78.34|||1|105.98|||N|Y
H3003|002|000|0|4|1|1|97.28|||1|131.33|||1|82.69|||1|111.87|||N|Y
H3003|002|000|0|4|2|1|291.84|||1|393.98|||1|248.06|||1|335.62|||N|Y
H3003|002|000|0|4|4|1|194.56|||1|262.66|||1|165.38|||1|223.74|||N|Y
H3003|002|000|0|5|1|2|33.0|122.88|798.72|2|33.0|165.89|1078.27|2|33.0|104.45|678.91|2|33.0|141.31|918.53|Y|Y
H3003|002|000|0|5|2|2|33.0|368.64|2396.16|2|33.0|497.66|3234.82|2|33.0|313.34|2036.74|2|33.0|423.94|2755.58|Y|Y
H3003|002|000|0|5|4|2|33.0|245.76|1597.44|2|33.0|331.78|2156.54|2|33.0|208.90|1357.82|2|33.0|282.62|1837.06|Y|Y
H3003|002|000|1|1|1|1|2.05|||1|2.76|||1|1.74|||1|2.36|||N|N
H3003|002|000|1|1|2|1|6.14|||1|8.29|||1|5.22|||1|7.07|||N|N
H3003|002|000|1|1|4|1|4.10|||1|5.53|||1|3.48|||1|4.71|||N|N
H3003|002|000|1|2|1|1|12.29|||1|16.59|||1|10.44|||1|14.13|||N|N
H3003|002|000|1|2|2|1|36.86|||1|49.77|||1|31.33|||1|42.39|||N|N
H3003|002|000|1|2|4|1|24.58|||1|33.18|||1|20.89|||1|28.26|||N|N
H3003|002|000|1|3|1|1|46.08|||1|62.21|||1|39.17|||1|52.99|||N|Y
H3003|002|000|1|3|2|1|138.24|||1|186.62|||1|117.50|||1|158.98|||N|Y
H3003|002|000|1|3|4|1|92.16|||1|124.42|||1|78.34|||1|105.98|||N|Y
H3003|002|000|1|4|1|1|97.28|||1|131.33|||1|82.69|||1|111.87|||N|Y
H3003|002|000|1|4|2|1|291.84|||1|393.98|||1|248.06|||1|335.62|||N|Y
H3003|002|000|1|4|4|1|194.56|||1|262.66|||1|165.38|||1|223.74|||N|Y
H3003|002|000|1|5|1|2|33.0|122.88|798.72|2|33.0|165.89|1078.27|2|33.0|104.45|678.91|2|33.0|141.31|918.53|Y|Y
H3003|002|000|1|5|2|2|33.0|368.64|2396.16|2|33.0|497.66|3234.82|2|33.0|313.34|2036.74|2|33.0|423.94|2755.58|Y|Y
H3003|002|000|1|5|4|2|33.0|245.76|1597.44|2|33.0|331.78|2156.54|2|33.0|208.90|1357.82|2|33.0|282.62|1837.06|Y|Y
H3003|002|000|3|1|1|1|2.05|||1|2.76|||1|1.74|||1|2.36|||N|N
H3003|002|000|3|1|2|1|6.14|||1|8.29|||1|5.22|||1|7.07|||N|N
H3003|002|000|3|1|4|1|4.10|||1|5.53|||1|3.48|||1|4.71|||N|N
H3003|002|000|3|2|1|1|12.29|||1|16.59|||1|10.44|||1|14.13|||N|N
H3003|002|000|3|2|2|1|36.86|||1|49.77|||1|31.33|||1|42.39|||N|N
H3003|002|000|3|2|4|1|24.58|||1|33.18|||1|20.89|||1|28.26|||N|N
H3003|002|000|3|3|1|1|46.08|||1|62.21|||1|39.17|||1|52.99|||N|Y
H3003|002|000|3|3|2|1|138.24|||1|186.62|||1|117.50|||1|158.98|||N|Y
H3003|002|000|3|3|4|1|92.16|||1|124.42|||1|78.34|||1|105.98|||N|Y
H3003|002|000|3|4|1|1|97.28|||1|131.33|||1|82.69|||1|111.87|||N|Y
H3003|002|000|3|4|2|1|291.84|||1|393.98|||1|248.06|||1|335.62|||N|Y
H3003|002|000|3|4|4|1|194.56|||1|262.66|||1|165.38|||1|223.74|||N|Y
H3003|002|000|3|5|1|2|33.0|122.88|798.72|2|33.0|165.89|1078.27|2|33.0|104.45|678.91|2|33.0|141.31|918.53|Y|Y
H3003|002|000|3|5|2|2|33.0|368.64|2396.16|2|33.0|497.66|3234.82|2|33.0|313.34|2036.74|2|33.0|423.94|2755.58|Y|Y
H3003|002|000|3|5|4|2|33.0|245.76|1597.44|2|33.0|331.78|2156.54|2|33.0|208.90|1357.82|2|33.0|282.62|1837.06|Y|Y
S4004|002|001|0|1|1|1|1.52|||1|2.05|||1|1.29|||1|1.74|||N|N
S4004|002|001|0|1|2|1|4.55|||1|6.14|||1|3.87|||1|5.23|||N|N
S4004|002|001|0|1|4|1|3.03|||1|4.09|||1|2.58|||1|3.49|||N|N
S4004|002|001|0|2|1|1|9.10|||1|12.28|||1|7.73|||1|10.46|||N|N
S4004|002|001|0|2|2|1|27.29|||1|36.84|||1|23.19|||1|31.38|||N|N
S4004|002|001|0|2|4|1|18.19|||1|24.56|||1|15.46|||1|20.92|||N|N
S4004|002|001|0|3|1|1|34.11|||1|46.05|||1|28.99|||1|39.23|||N|Y
S4004|002|001|0|3|2|1|102.33|||1|138.15|||1|86.98|||1|117.68|||N|Y
S4004|002|001|0|3|4|1|68.22|||1|92.10|||1|57.99|||1|78.45|||N|Y
S4004|002|001|0|4|1|1|72.01|||1|97.21|||1|61.21|||1|82.81|||N|Y
S4004|002|001|0|4|2|1|216.03|||1|291.64|||1|183.63|||1|248.43|||N|Y
S4004|002|001|0|4|4|1|144.02|||1|194.43|||1|122.42|||1|165.62|||N|Y
S4004|002|001|0|5|1|2|33.0|90.96|591.24|2|33.0|122.80|798.17|2|33.0|77.32|502.55|2|33.0|104.60|679.93|Y|Y
S4004|002|001|0|5|2|2|33.0|272.88|1773.72|2|33.0|368.39|2394.52|2|33.0|231.95|1507.66|2|33.0|313.81|2039.78|Y|Y
S4004|002|001|0|5|4|2|33.0|181.92|1182.48|2|33.0|245.59|1596.35|2|33.0|154.63|1005.11|2|33.0|209.21|1359.85|Y|Y
S4004|002|001|1|1|1|1|1.52|||1|2.05|||1|1.29|||1|1.74|||N|N
S4004|002|001|1|1|2|1|4.55|||1|6.14|||1|3.87|||1|5.23|||N|N
S4004|002|001|1|1|4|1|3.03|||1|4.09|||1|2.58|||1|3.49|||N|N
S4004|002|001|1|2|1|1|9.10|||1|12.28|||1|7.73|||1|10.46|||N|N
S4004|002|001|1|2|2|1|27.29|||1|36.84|||1|23.19|||1|31.38|||N|N
S4004|002|001|1|2|4|1|18.19|||1|24.56|||1|15.46|||1|20.92|||N|N
S4004|002|001|1|3|1|1|34.11|||1|46.05|||1|28.99|||1|39.23|||N|Y
S4004|002|001|1|3|2|1|102.33|||1|138.15|||1|86.98|||1|117.68|||N|Y
S4004|002|001|1|3|4|1|68.22|||1|92.10|||1|57.99|||1|78.45|||N|Y
S4004|002|001|1|4|1|1|72.01|||1|97.21|||1|61.21|||1|82.81|||N|Y
S4004|002|001|1|4|2|1|216.03|||1|291.64|||1|183.63|||1|248.43|||N|Y
S4004|002|001|1|4|4|1|144.02|||1|194.43|||1|122.42|||1|165.62|||N|Y
S4004|002|001|1|5|1|2|33.0|90.96|591.24|2|33.0|122.80|798.17|2|33.0|77.32|502.55|2|33.0|104.60|679.93|Y|Y
S4004|002|001|1|5|2|2|33.0|272.88|1773.72|2|33.0|368.39|2394.52|2|33.0|231.95|1507.66|2|33.0|313.81|2039.78|Y|Y
S4004|002|001|1|5|4|2|33.0|181.92|1182.48|2|33.0|245.59|1596.35|2|33.0|154.63|1005.11|2|33.0|209.21|1359.85|Y|Y
S4004|002|001|3|1|1|1|1.52|||1|2.05|||1|1.29|||1|1.74|||N|N
S4004|002|001|3|1|2|1|4.55|||1|6.14|||1|3.87|||1|5.23|||N|N
S4004|002|001|3|1|4|1|3.03|||1|4.09|||1|2.58|||1|3.49|||N|N
S4004|002|001|3|2|1|1|9.10|||1|12.28|||1|7.73|||1|10.46|||N|N
S4004|002|001|3|2|2|1|27.29|||1|36.84|||1|23.19|||1|31.38|||N|N
S4004|002|001|3|2|4|1|18.19|||1|24.56|||1|15.46|||1|20.92|||N|N
S4004|002|001|3|3|1|1|34.11|||1|46.05|||1|28.99|||1|39.23|||N|Y
S4004|002|001|3|3|2|1|102.33|||1|138.15|||1|86.98|||1|117.68|||N|Y
S4004|002|001|3|3|4|1|68.22|||1|92.10|||1|57.99|||1|78.45|||N|Y
S4004|002|001|3|4|1|1|72.01|||1|97.21|||1|61.21|||1|82.81|||N|Y
S4004|002|001|3|4|2|1|216.03|||1|291.64|||1|183.63|||1|248.43|||N|Y
S4004|002|001|3|4|4|1|144.02|||1|194.43|||1|122.42|||1|165.62|||N|Y
S4004|002|001|3|5|1|2|33.0|90.96|591.24|2|33.0|122.80|798.17|2|33.0|77.32|502.55|2|33.0|104.60|679.93|Y|Y
S4004|002|001|3|5|2|2|33.0|272.88|1773.72|2|33.0|368.39|2394.52|2|33.0|231.95|1507.66|2|33.0|313.81|2039.78|Y|Y
S4004|002|001|3|5|4|2|33.0|181.92|1182.48|2|33.0|245.59|1596.35|2|33.0|154.63|1005.11|2|33.0|209.21|1359.85|Y|Y
H1001|003|002|0|1|1|1|2.73|||1|3.69|||1|2.32|||1|3.14|||N|N
H1001|003|002|0|1|2|1|8.20|||1|11.06|||1|6.97|||1|9.43|||N|N
H1001|003|002|0|1|4|1|5.46|||1|7.38|||1|4.64|||1|6.28|||N|N
H1001|003|002|0|2|1|1|16.39|||1|22.13|||1|13.93|||1|18.85|||N|N
H1001|003|002|0|2|2|1|49.18|||1|66.39|||1|41.80|||1|56.55|||N|N
H1001|003|002|0|2|4|1|32.78|||1|44.26|||1|27.87|||1|37.70|||N|N
H1001|003|002|0|3|1|1|61.47|||1|82.98|||1|52.25|||1|70.69|||N|Y
H1001|003|002|0|3|2|1|184.41|||1|248.95|||1|156.75|||1|212.07|||N|Y
H1001|003|002|0|3|4|1|122.94|||1|165.97|||1|104.50|||1|141.38|||N|Y
H1001|003|002|0|4|1|1|129.77|||1|175.19|||1|110.30|||1|149.24|||N|Y
H1001|003|002|0|4|2|1|389.31|||1|525.57|||1|330.91|||1|447.71|||N|Y
H1001|003|002|0|4|4|1|259.54|||1|350.38|||1|220.61|||1|298.47|||N|Y
H1001|003|002|0|5|1|2|33.0|163.92|1065.48|2|33.0|221.29|1438.40|2|33.0|139.33|905.66|2|33.0|188.51|1225.30|Y|Y
H1001|003|002|0|5|2|2|33.0|491.76|3196.44|2|33.0|663.88|4315.19|2|33.0|418.00|2716.97|2|33.0|565.52|3675.91|Y|Y
H1001|003|002|0|5|4|2|33.0|327.84|2130.96|2|33.0|442.58|2876.80|2|33.0|278.66|1811.32|2|33.0|377.02|2450.60|Y|Y
H1001|003|002|1|1|1|1|2.73|||1|3.69|||1|2.32|||1|3.14|||N|N
H1001|003|002|1|1|2|1|8.20|||1|11.06|||1|6.97|||1|9.43|||N|N
H1001|003|002|1|1|4|1|5.46|||1|7.38|||1|4.64|||1|6.28|||N|N
H1001|003|002|1|2|1|1|16.39|||1|22.13|||1|13.93|||1|18.85|||N|N
H1001|003|002|1|2|2|1|49.18|||1|66.39|||1|41.80|||1|56.55|||N|N
H1001|003|002|1|2|4|1|32.78|||1|44.26|||1|27.87|||1|37.70|||N|N
H1001|003|002|1|3|1|1|61.47|||1|82.98|||1|52.25|||1|70.69|||N|Y
H1001|003|002|1|3|2|1|184.41|||1|248.95|||1|156.75|||1|212.07|||N|Y
H1001|003|002|1|3|4|1|122.94|||1|165.97|||1|104.50|||1|141.38|||N|Y
H1001|003|002|1|4|1|1|129.77|||1|175.19|||1|110.30|||1|149.24|||N|Y
H1001|003|002|1|4|2|1|389.31|||1|525.57|||1|330.91|||1|447.71|||N|Y
H1001|003|002|1|4|4|1|259.54|||1|350.38|||1|220.61|||1|298.47|||N|Y
H1001|003|002|1|5|1|2|33.0|163.92|1065.48|2|33.0|221.29|1438.40|2|33.0|139.33|905.66|2|33.0|188.51|1225.30|Y|Y
H1001|003|002|1|5|2|2|33.0|491.76|3196.44|2|33.0|663.88|4315.19|2|33.0|418.00|2716.97|2|33.0|565.52|3675.91|Y|Y
H1001|003|002|1|5|4|2|33.0|327.84|2130.96|2|33.0|442.58|2876.80|2|33.0|278.66|1811.32|2|33.0|377.02|2450.60|Y|Y
H1001|003|002|3|1|1|1|2.73|||1|3.69|||1|2.32|||1|3.14|||N|N
H1001|003|002|3|1|2|1|8.20|||1|11.06|||1|6.97|||1|9.43|||N|N
H1001|003|002|3|1|4|1|5.46|||1|7.38|||1|4.64|||1|6.28|||N|N
H1001|003|002|3|2|1|1|16.39|||1|22.13|||1|13.93|||1|18.85|||N|N
H1001|003|002|3|2|2|1|49.18|||1|66.39|||1|41.80|||1|56.55|||N|N
H1001|003|002|3|2|4|1|32.78|||1|44.26|||1|27.87|||1|37.70|||N|N
H1001|003|002|3|3|1|1|61.47|||1|82.98|||1|52.25|||1|70.69|||N|Y
H1001|003|002|3|3|2|1|184.41|||1|248.95|||1|156.75|||1|212.07|||N|Y
H1001|003|002|3|3|4|1|122.94|||1|165.97|||1|104.50|||1|141.38|||N|Y
H1001|003|002|3|4|1|1|129.77|||1|175.19|||1|110.30|||1|149.24|||N|Y
H1001|003|002|3|4|2|1|389.31|||1|525.57|||1|330.91|||1|447.71|||N|Y
H1001|003|002|3|4|4|1|259.54|||1|350.38|||1|220.61|||1|298.47|||N|Y
H1001|003|002|3|5|1|2|33.0|163.92|1065.48|2|33.0|221.29|1438.40|2|33.0|139.33|905.66|2|33.0|188.51|1225.30|Y|Y
H1001|003|002|3|5|2|2|33.0|491.76|3196.44|2|33.0|663.88|4315.19|2|33.0|418.00|2716.97|2|33.0|565.52|3675.91|Y|Y
H1001|003|002|3|5|4|2|33.0|327.84|2130.96|2|33.0|442.58|2876.80|2|33.0|278.66|1811.32|2|33.0|377.02|2450.60|Y|Y
H2002|003|000|0|1|1|1|2.43|||1|3.28|||1|2.06|||1|2.79|||N|N
H2002|003|000|0|1|2|1|7.28|||1|9.83|||1|6.19|||1|8.38|||N|N
H2002|003|000|0|1|4|1|4.86|||1|6.56|||1|4.13|||1|5.58|||N|N
H2002|003|000|0|2|1|1|14.57|||1|19.67|||1|12.38|||1|16.75|||N|N
H2002|003|000|0|2|2|1|43.70|||1|59.00|||1|37.15|||1|50.26|||N|N
H2002|003|000|0|2|4|1|29.14|||1|39.33|||1|24.77|||1|33.51|||N|N
H2002|003|000|0|3|1|1|54.63|||1|73.75|||1|46.44|||1|62.82|||N|Y
H2002|003|000|0|3|2|1|163.89|||1|221.25|||1|139.31|||1|188.47|||N|Y
H2002|003|000|0|3|4|1|109.26|||1|147.50|||1|92.87|||1|125.65|||N|Y
H2002|003|000|0|4|1|1|115.33|||1|155.70|||1|98.03|||1|132.63|||N|Y
H2002|003|000|0|4|2|1|345.99|||1|467.09|||1|294.09|||1|397.89|||N|Y
H2002|003|000|0|4|4|1|230.66|||1|311.39|||1|196.06|||1|265.26|||N|Y
H2002|003|000|0|5|1|2|33.0|145.68|946.92|2|33.0|196.67|1278.34|2|33.0|123.83|804.88|2|33.0|167.53|1088.96|Y|Y
H2002|003|000|0|5|2|2|33.0|437.04|2840.76|2|33.0|590.00|3835.03|2|33.0|371.48|2414.65|2|33.0|502.60|3266.87|Y|Y
H2002|003|000|0|5|4|2|33.0|291.36|1893.84|2|33.0|393.34|2556.68|2|33.0|247.66|1609.76|2|33.0|335.06|2177.92|Y|Y
H2002|003|000|1|1|1|1|2.43|||1|3.28|||1|2.06|||1|2.79|||N|N
H2002|003|000|1|1|2|1|7.28|||1|9.83|||1|6.19|||1|8.38|||N|N
H2002|003|000|1|1|4|1|4.86|||1|6.56|||1|4.13|||1|5.58|||N|N
H2002|003|000|1|2|1|1|14.57|||1|19.67|||1|12.38|||1|16.75|||N|N
H2002|003|000|1|2|2|1|43.70|||1|59.00|||1|37.15|||1|50.26|||N|N
H2002|003|000|1|2|4|1|29.14|||1|39.33|||1|24.77|||1|33.51|||N|N
H2002|003|000|1|3|1|1|54.63|||1|73.75|||1|46.44|||1|62.82|||N|Y
H2002|003|000|1|3|2|1|163.89|||1|221.25|||1|139.31|||1|188.47|||N|Y
H2002|003|000|1|3|4|1|109.26|||1|147.50|||1|92.87|||1|125.65|||N|Y
H2002|003|000|1|4|1|1|115.33|||1|155.70|||1|98.03|||1|132.63|||N|Y
H2002|003|000|1|4|2|1|345.99|||1|467.09|||1|294.09|||1|397.89|||N|Y
H2002|003|000|1|4|4|1|230.66|||1|311.39|||1|196.06|||1|265.26|||N|Y
H2002|003|000|1|5|1|2|33.0|145.68|946.92|2|33.0|196.67|1278.34|2|33.0|123.83|804.88|2|33.0|167.53|1088.96|Y|Y
H2002|003|000|1|5|2|2|33.0|437.04|2840.76|2|33.0|590.00|3835.03|2|33.0|371.48|2414.65|2|33.0|502.60|3266.87|Y|Y
H2002|003|000|1|5|4|2|33.0|291.36|1893.84|2|33.0|393.34|2556.68|2|33.0|247.66|1609.76|2|33.0|335.06|2177.92|Y|Y
H2002|003|000|3|1|1|1|2.43|||1|3.28|||1|2.06|||1|2.79|||N|N
H2002|003|000|3|1|2|1|7.28|||1|9.83|||1|6.19|||1|8.38|||N|N
H2002|003|000|3|1|4|1|4.86|||1|6.56|||1|4.13|||1|5.58|||N|N
H2002|003|000|3|2|1|1|14.57|||1|19.67|||1|12.38|||1|16.75|||N|N
H2002|003|000|3|2|2|1|43.70|||1|59.00|||1|37.15|||1|50.26|||N|N
H2002|003|000|3|2|4|1|29.14|||1|39.33|||1|24.77|||1|33.51|||N|N
H2002|003|000|3|3|1|1|54.63|||1|73.75|||1|46.44|||1|62.82|||N|Y
H2002|003|000|3|3|2|1|163.89|||1|221.25|||1|139.31|||1|188.47|||N|Y
H2002|003|000|3|3|4|1|109.26|||1|147.50|||1|92.87|||1|125.65|||N|Y
H2002|003|000|3|4|1|1|115.33|||1|155.70|||1|98.03|||1|132.63|||N|Y
H2002|003|000|3|4|2|1|345.99|||1|467.09|||1|294.09|||1|397.89|||N|Y
H2002|003|000|3|4|4|1|230.66|||1|311.39|||1|196.06|||1|265.26|||N|Y
H2002|003|000|3|5|1|2|33.0|145.68|946.92|2|33.0|196.67|1278.34|2|33.0|123.83|804.88|2|33.0|167.53|1088.96|Y|Y
H2002|003|000|3|5|2|2|33.0|437.04|2840.76|2|33.0|590.00|3835.03|2|33.0|371.48|2414.65|2|33.0|502.60|3266.87|Y|Y
H2002|003|000|3|5|4|2|33.0|291.36|1893.84|2|33.0|393.34|2556.68|2|33.0|247.66|1609.76|2|33.0|335.06|2177.92|Y|Y
H3003|003|001|0|1|1|1|2.81|||1|3.79|||1|2.39|||1|3.23|||N|N
H3003|003|001|0|1|2|1|8.42|||1|11.37|||1|7.16|||1|9.69|||N|N
H3003|003|001|0|1|4|1|5.62|||1|7.58|||1|4.77|||1|6.46|||N|N
H3003|003|001|0|2|1|1|16.85|||1|22.74|||1|14.32|||1|19.38|||N|N
H3003|003|001|0|2|2|1|50.54|||1|68.23|||1|42.96|||1|58.13|||N|N
H3003|003|001|0|2|4|1|33.70|||1|45.49|||1|28.64|||1|38.75|||N|N
H3003|003|001|0|3|1|1|63.18|||1|85.29|||1|53.70|||1|72.66|||N|Y
H3003|003|001|0|3|2|1|189.54|||1|255.88|||1|161.11|||1|217.97|||N|Y
H3003|003|001|0|3|4|1|126.36|||1|170.59|||1|107.41|||1|145.31|||N|Y
H3003|003|001|0|4|1|1|133.38|||1|180.06|||1|113.37|||1|153.39|||N|Y
H3003|003|001|0|4|2|1|400.14|||1|540.19|||1|340.12|||1|460.16|||N|Y
H3003|003|001|0|4|4|1|266.76|||1|360.13|||1|226.75|||1|306.77|||N|Y
H3003|003|001|0|5|1|2|33.0|168.48|1095.12|2|33.0|227.45|1478.41|2|33.0|143.21|930.85|2|33.0|193.75|1259.39|Y|Y
H3003|003|001|0|5|2|2|33.0|505.44|3285.36|2|33.0|682.34|4435.24|2|33.0|429.62|2792.56|2|33.0|581.26|3778.16|Y|Y
H3003|003|001|0|5|4|2|33.0|336.96|2190.24|2|33.0|454.90|2956.82|2|33.0|286.42|1861.70|2|33.0|387.50|2518.78|Y|Y
H3003|003|001|1|1|1|1|2.81|||1|3.79|||1|2.39|||1|3.23|||N|N
H3003|003|001|1|1|2|1|8.42|||1|11.37|||1|7.16|||1|9.69|||N|N
H3003|003|001|1|1|4|1|5.62|||1|7.58|||1|4.77|||1|6.46|||N|N
H3003|003|001|1|2|1|1|16.85|||1|22.74|||1|14.32|||1|19.38|||N|N
H3003|003|001|1|2|2|1|50.54|||1|68.23|||1|42.96|||1|58.13|||N|N
H3003|003|001|1|2|4|1|33.70|||1|45.49|||1|28.64|||1|38.75|||N|N
H3003|003|001|1|3|1|1|63.18|||1|85.29|||1|53.70|||1|72.66|||N|Y
H3003|003|001|1|3|2|1|189.54|||1|255.88|||1|161.11|||1|217.97|||N|Y
H3003|003|001|1|3|4|1|126.36|||1|170.59|||1|107.41|||1|145.31|||N|Y
H3003|003|001|1|4|1|1|133.38|||1|180.06|||1|113.37|||1|153.39|||N|Y
H3003|003|001|1|4|2|1|400.14|||1|540.19|||1|340.12|||1|460.16|||N|Y
H3003|003|001|1|4|4|1|266.76|||1|360.13|||1|226.75|||1|306.77|||N|Y
H3003|003|001|1|5|1|2|33.0|168.48|1095.12|2|33.0|227.45|1478.41|2|33.0|143.21|930.85|2|33.0|193.75|1259.39|Y|Y
H3003|003|001|1|5|2|2|33.0|505.44|3285.36|2|33.0|682.34|4435.24|2|33.0|429.62|2792.56|2|33.0|581.26|3778.16|Y|Y
H3003|003|001|1|5|4|2|33.0|336.96|2190.24|2|33.0|454.90|2956.82|2|33.0|286.42|1861.70|2|33.0|387.50|2518.78|Y|Y
H3003|003|001|3|1|1|1|2.81|||1|3.79|||1|2.39|||1|3.23|||N|N
H3003|003|001|3|1|2|1|8.42|||1|11.37|||1|7.16|||1|9.69|||N|N
H3003|003|001|3|1|4|1|5.62|||1|7.58|||1|4.77|||1|6.46|||N|N
H3003|003|001|3|2|1|1|16.85|||1|22.74|||1|14.32|||1|19.38|||N|N
H3003|003|001|3|2|2|1|50.54|||1|68.23|||1|42.96|||1|58.13|||N|N
H3003|003|001|3|2|4|1|33.70|||1|45.49|||1|28.64|||1|38.75|||N|N
H3003|003|001|3|3|1|1|63.18|||1|85.29|||1|53.70|||1|72.66|||N|Y
H3003|003|001|3|3|2|1|189.54|||1|255.88|||1|161.11|||1|217.97|||N|Y
H3003|003|001|3|3|4|1|126.36|||1|170.59|||1|107.41|||1|145.31|||N|Y
H3003|003|001|3|4|1|1|133.38|||1|180.06|||1|113.37|||1|153.39|||N|Y
H3003|003|001|3|4|2|1|400.14|||1|540.19|||1|340.12|||1|460.16|||N|Y
H3003|003|001|3|4|4|1|266.76|||1|360.13|||1|226.75|||1|306.77|||N|Y
H3003|003|001|3|5|1|2|33.0|168.48|1095.12|2|33.0|227.45|1478.41|2|33.0|143.21|930.85|2|33.0|193.75|1259.39|Y|Y
H3003|003|001|3|5|2|2|33.0|505.44|3285.36|2|33.0|682.34|4435.24|2|33.0|429.62|2792.56|2|33.0|581.26|3778.16|Y|Y
H3003|003|001|3|5|4|2|33.0|336.96|2190.24|2|33.0|454.90|2956.82|2|33.0|286.42|1861.70|2|33.0|387.50|2518.78|Y|Y
S4004|003|002|0|1|1|1|2.28|||1|3.07|||1|1.93|||1|2.62|||N|N
S4004|003|002|0|1|2|1|6.83|||1|9.22|||1|5.80|||1|7.85|||N|N
S4004|003|002|0|1|4|1|4.55|||1|6.15|||1|3.87|||1|5.23|||N|N
S4004|003|002|0|2|1|1|13.66|||1|18.44|||1|11.61|||1|15.70|||N|N
S4004|003|002|0|2|2|1|40.97|||1|55.31|||1|34.82|||1|47.11|||N|N
S4004|003|002|0|2|4|1|27.31|||1|36.87|||1|23.22|||1|31.41|||N|N
S4004|003|002|0|3|1|1|51.21|||1|69.13|||1|43.53|||1|58.89|||N|Y
S4004|003|002|0|3|2|1|153.63|||1|207.40|||1|130.59|||1|176.67|||N|Y
S4004|003|002|0|3|4|1|102.42|||1|138.27|||1|87.06|||1|117.78|||N|Y
S4004|003|002|0|4|1|1|108.11|||1|145.95|||1|91.89|||1|124.33|||N|Y
S4004|003|002|0|4|2|1|324.33|||1|437.85|||1|275.68|||1|372.98|||N|Y
S4004|003|002|0|4|4|1|216.22|||1|291.90|||1|183.79|||1|248.65|||N|Y
S4004|003|002|0|5|1|2|33.0|136.56|887.64|2|33.0|184.36|1198.31|2|33.0|116.08|754.49|2|33.0|157.04|1020.79|Y|Y
